,dataset,kecamatan,gender,latitude,longitude,panjang,lebar,ac,air_panas,bak_mandi,bantal,bathtub,cctv,cermin,cleaning_service,dapur,dispenser,ember_mandi,guling,jemuran,kamar_mandi_dalam,kamar_mandi_luar,kartu_akses,kasur,kipas_angin,kloset_duduk,kloset_jongkok,kulkas,kursi,laundry,lemari_baju,locker,meja,meja_makan,microwave,mushola,parkir_mobil,parkir_motor,parkir_sepeda,penjaga_kos,rice_cooker,ruang_santai,shower,sofa,taman,termasuk_listrik,tv,wastafel,wifi,harga,luas,kategori_harga,total_facilities,jumlah_fasilitas_premium,jumlah_fasilitas_non_premium,jumlah_fasilitas_netral,luas_m2
0,itb,coblong,Kos Campur,-6.8775875,107.6147656,4.0,4.0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,2049000,16.0,High,27,11,4,12,16.0
1,itb,cibeunying kaler,Kos Putra,-6.8763607455982,107.62337941381,3.0,4.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1257000,12.0,Medium,17,6,3,8,12.0
2,itb,coblong,Kos Campur,-6.8775875,107.6147656,4.0,4.0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1697000,16.0,Medium,27,10,4,13,16.0
3,itb,coblong,Kos Campur,-6.8821926885901,107.61904839179,3.0,3.0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1330000,9.0,Medium,22,6,6,10,9.0
4,itb,coblong,Kos Campur,-6.8775875,107.6147656,4.0,4.0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,2305000,16.0,High,27,11,4,12,16.0
5,itb,coblong,Kos Campur,-6.886237150133,107.62042393791,4.0,3.0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1897000,12.0,Medium,21,8,3,10,12.0
6,itb,coblong,Kos Campur,-6.886237150133,107.62042393791,4.0,3.0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1564000,12.0,Medium,19,6,3,10,12.0
7,itb,coblong,Kos Campur,-6.875484,107.617516,3.0,4.0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,2093000,12.0,High,21,10,2,9,12.0
8,itb,sukajadi,Kos Putra,-6.8818395,107.5982929,3.0,3.5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1020000,10.5,Medium,14,4,3,7,10.5
9,itb,sukajadi,Kos Putra,-6.8818395,107.5982929,3.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,975000,9.0,Low,13,4,2,7,9.0
10,itb,sukajadi,Kos Putra,-6.8818395,107.5982929,3.5,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1245000,14.0,Medium,15,5,2,8,14.0
11,itb,sukajadi,Kos Putra,-6.8818395,107.5982929,2.5,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,835000,7.5,Low,13,4,2,7,7.5
12,itb,coblong,Kos Campur,-6.8828961054128,107.62092232704,3.0,4.0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1300000,12.0,Medium,20,5,6,9,12.0
13,itb,coblong,Kos Putra,-6.8864643495446,107.62505862862,3.0,4.0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1750000,12.0,Medium,21,8,2,11,12.0
14,itb,coblong,Kos Campur,-6.8912455898163,107.62476958867,3.0,3.5,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1348000,10.5,Medium,16,7,1,8,10.5
15,itb,coblong,Kos Campur,-6.8939799038585,107.60388009186,3.0,3.5,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,2275000,10.5,High,22,11,2,9,10.5
16,itb,coblong,Kos Putra,-6.8755376625223,107.61432418157,2.5,3.0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1830000,7.5,Medium,24,11,1,12,7.5
17,itb,cidadap,Kos Putra,-6.8756618943683,107.60398238206,3.0,3.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,781800,9.0,Low,16,3,6,7,9.0
18,itb,cidadap,Kos Putri,-6.882169,107.603662,2.5,2.5,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1000000,6.25,Low,17,4,3,10,6.25
19,itb,coblong,Kos Campur,-6.8939799038585,107.60388009186,3.0,3.0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1129000,9.0,Medium,19,7,4,8,9.0
20,itb,coblong,Kos Putra,-6.8755376625223,107.61432418157,3.0,3.0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,2185000,9.0,High,24,10,3,11,9.0
21,itb,cidadap,Kos Campur,-6.878851,107.604271,3.0,3.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,718000,9.0,Low,12,1,5,6,9.0
22,itb,coblong,Kos Campur,-6.8912455898163,107.62476958867,3.0,3.5,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1313000,10.5,Medium,14,7,1,6,10.5
23,itb,coblong,Kos Putri,-6.8823223262891,107.61311658729,2.5,2.5,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,720200,6.25,Low,15,1,5,9,6.25
24,itb,coblong,Kos Campur,-6.8939799038585,107.60388009186,4.0,4.5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,2545000,18.0,High,21,10,2,9,18.0
25,itb,cibeunying kaler,Kos Putra,-6.8965983,107.6281153,3.0,3.5,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,835000,10.5,Low,12,1,5,6,10.5
26,itb,cidadap,Kos Campur,-6.8724722,107.6034816,3.5,3.5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1313000,12.25,Medium,17,8,1,8,12.25
27,itb,coblong,Kos Campur,-6.8757089412293,107.61319488287,3.0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1950000,12.0,Medium,21,8,2,11,12.0
28,itb,coblong,Kos Campur,-6.8828588251086,107.62090623379,3.0,4.0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1350000,12.0,Medium,19,5,5,9,12.0
29,itb,cibeunying kaler,Kos Campur,-6.8886745206269,107.62913497215,3.0,3.0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1100000,9.0,Medium,21,9,3,9,9.0
30,itb,coblong,Kos Putra,-6.8755376625223,107.61432418157,4.5,5.0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,3015000,22.5,High,24,11,1,12,22.5
31,itb,cicendo,Kos Campur,-6.9020892242147,107.59715938064,3.0,2.5,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,746600,7.5,Low,12,0,6,6,7.5
32,itb,coblong,Kos Putri,-6.881059,107.621186,5.0,4.0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,2200000,20.0,High,23,8,2,13,20.0
33,itb,coblong,Kos Putra,-6.887059,107.619869,3.0,3.0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2000000,9.0,Medium,21,9,2,10,9.0
34,itb,cibeunying kaler,Kos Putra,-6.8965983,107.6281153,3.0,3.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,790000,9.0,Low,12,1,5,6,9.0
35,itb,cidadap,Kos Campur,-6.8762515106792,107.60610211641,3.0,4.0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1700000,12.0,Medium,22,8,3,11,12.0
36,itb,coblong,Kos Putra,-6.8744528853664,107.61389269949,3.0,3.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,817000,9.0,Low,15,1,6,8,9.0
37,itb,cibeunying kaler,Kos Putra,-6.8879323,107.6275914,3.0,4.0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1220000,12.0,Medium,22,7,5,10,12.0
38,itb,coblong,Kos Putra,-6.8824590933815,107.6148970567,4.0,3.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1697000,12.0,Medium,13,7,2,4,12.0
39,itb,coblong,Kos Putra,-6.8865039,107.6189334,3.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1150000,9.0,Medium,11,3,3,5,9.0
40,itb,cidadap,Kos Campur,-6.8762515106792,107.60610211641,3.0,4.0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1150000,12.0,Medium,20,4,6,10,12.0
41,itb,coblong,Kos Putra,-6.8807874336066,107.62163646519,3.0,3.0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2050000,9.0,High,19,6,3,10,9.0
42,itb,cidadap,Kos Putri,-6.875713,107.606609,3.0,4.0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2200000,12.0,High,20,8,3,9,12.0
43,itb,sukajadi,Kos Putri,-6.8929206,107.602113,3.0,3.0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,988000,9.0,Low,13,2,4,7,9.0
44,itb,cidadap,Kos Campur,-6.8793438118487,107.59836494923,3.0,4.5,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2500000,13.5,High,17,8,1,8,13.5
45,itb,sukajadi,Kos Putri,-6.888765,107.597507,3.0,3.0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,600000,9.0,Low,15,4,5,6,9.0
46,itb,coblong,Kos Campur,-6.87976,107.613289,3.0,4.0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,2200000,12.0,High,22,9,3,10,12.0
47,itb,cibeunying kaler,Kos Putri,-6.8809788288294,107.62300908566,3.0,3.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1400000,9.0,Medium,19,7,2,10,9.0
48,itb,cidadap,Kos Putra,-6.8756618943683,107.60398238206,4.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,935800,12.0,Low,14,4,3,7,12.0
49,itb,coblong,Kos Campur,-6.8773927,107.617262,3.0,4.0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1150000,12.0,Medium,21,6,6,9,12.0
50,itb,coblong,Kos Campur,-6.8912455898163,107.62476958867,2.5,3.0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1150000,7.5,Medium,16,6,2,8,7.5
51,itb,coblong,Kos Campur,-6.888485,107.603845,2.6,4.0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,2500000,10.4,High,23,9,2,12,10.4
52,itb,coblong,Kos Putra,-6.890345,107.603484,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,850000,9.0,Low,10,2,4,4,9.0
53,itb,bandung wetan,Kos Putra,-6.896868,107.608978,3.0,3.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,700000,9.0,Low,13,1,5,7,9.0
54,itb,coblong,Kos Campur,-6.87976,107.613289,3.0,4.0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1700000,12.0,Medium,21,8,3,10,12.0
55,itb,cidadap,Kos Campur,-6.8762515106792,107.60610211641,3.0,4.0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1750000,12.0,Medium,23,8,4,11,12.0
56,itb,coblong,Kos Campur,-6.877393,107.617262,3.0,3.0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1400000,9.0,Medium,22,8,5,9,9.0
57,itb,sumur bandung,Kos Putri,-6.9080423341109,107.60714080185,3.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1100000,9.0,Medium,10,1,3,6,9.0
58,itb,cibeunying kaler,Kos Campur,-6.8987146,107.6248681,3.0,3.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,750000,9.0,Low,14,4,4,6,9.0
59,itb,coblong,Kos Putri,-6.873568,107.619891,4.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1000000,16.0,Low,14,3,4,7,16.0
60,itb,sukajadi,Kos Campur,-6.880811,107.593545,2.2,3.0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,850000,6.6000000000000005,Low,14,2,4,8,6.6000000000000005
61,itb,cicendo,Kos Campur,-6.905774,107.595141,3.0,4.0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1350000,12.0,Medium,18,3,5,10,12.0
62,itb,cidadap,Kos Putra,-6.8741364849191,107.60851878673,3.0,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,950000,9.0,Low,15,6,4,5,9.0
63,itb,coblong,Kos Putri,-6.895836,107.620799,3.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1200000,12.0,Medium,18,4,4,10,12.0
64,itb,coblong,Kos Putri,-6.875781,107.614036,3.0,3.0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1500000,9.0,Medium,23,7,2,14,9.0
65,itb,coblong,Kos Putra,-6.887143,107.618087,4.0,3.5,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1400000,14.0,Medium,19,6,3,10,14.0
66,itb,coblong,Kos Putri,-6.8970114,107.6238426,3.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1300000,9.0,Medium,16,6,3,7,9.0
67,itb,coblong,Kos Putri,-6.876629,107.611883,3.0,3.0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1450000,9.0,Medium,19,8,2,9,9.0
68,itb,cidadap,Kos Campur,-6.8776495395354,107.60687224567,3.0,3.0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1600000,9.0,Medium,18,7,3,8,9.0
69,itb,coblong,Kos Putri,-6.886142,107.618794,3.0,3.0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,2300000,9.0,High,26,10,3,13,9.0
70,itb,sukajadi,Kos Campur,-6.888353,107.59402,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,550000,9.0,Low,8,1,4,3,9.0
71,itb,coblong,Kos Campur,-6.8975097589551,107.62078285217,3.0,4.0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1750000,12.0,Medium,18,7,2,9,12.0
72,itb,coblong,Kos Putri,-6.88040897013,107.61795043945,3.0,3.0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1600000,9.0,Medium,20,9,3,8,9.0
73,itb,cibeunying kaler,Kos Putri,-6.875991,107.622427,3.0,4.0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1800000,12.0,Medium,25,9,4,12,12.0
74,itb,sukajadi,Kos Campur,-6.880811,107.593545,3.0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,850000,7.5,Low,10,1,5,4,7.5
75,itb,cibeunying kaler,Kos Putra,-6.901616,107.628964,3.0,4.0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1900000,12.0,Medium,22,9,2,11,12.0
76,itb,coblong,Kos Putra,-6.8887810309933,107.61684000492,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,750000,9.0,Low,2,1,1,0,9.0
77,itb,bandung wetan,Kos Campur,-6.8991589,107.604973,2.0,2.0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1100000,4.0,Medium,14,2,5,7,4.0
78,itb,coblong,Kos Campur,-6.8839818929877,107.6184174791,4.0,5.0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1800000,20.0,Medium,25,10,3,12,20.0
79,itb,coblong,Kos Putri,-6.892614384701,107.61926473069,3.0,4.0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1100000,12.0,Medium,19,6,5,8,12.0
80,itb,sukajadi,Kos Putri,-6.8825912056962,107.59175598621,3.0,4.0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,900000,12.0,Low,15,2,5,8,12.0
81,itb,cidadap,Kos Putri,-6.87595,107.603763,3.0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1200000,9.0,Medium,19,7,5,7,9.0
82,itb,cibeunying kaler,Kos Putra,-6.888654,107.628352,3.0,3.0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1350000,9.0,Medium,20,7,2,11,9.0
83,itb,coblong,Kos Putra,-6.887059,107.619869,3.0,3.0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2250000,9.0,High,22,9,2,11,9.0
84,itb,coblong,Kos Putri,-6.883391,107.611712,2.5,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1800000,10.0,Medium,19,8,2,9,10.0
85,itb,sukajadi,Kos Campur,-6.880811,107.593545,2.1,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,900000,6.300000000000001,Low,12,1,4,7,6.300000000000001
86,itb,coblong,Kos Putra,-6.88122,107.617373,3.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,750000,12.0,Low,15,3,5,7,12.0
87,itb,coblong,Kos Putra,-6.880834,107.618009,4.0,3.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,950000,12.0,Low,14,7,2,5,12.0
88,itb,sukajadi,Kos Campur,-6.8930605376351,107.60072160512,5.0,5.0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1350000,25.0,Medium,25,8,4,13,25.0
89,itb,coblong,Kos Putri,-6.87946,107.612598,3.0,3.0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1400000,9.0,Medium,19,8,4,7,9.0
90,itb,coblong,Kos Putra,-6.885317987471,107.62010928243,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1300000,9.0,Medium,17,8,2,7,9.0
91,itb,coblong,Kos Campur,-6.8712521924109,107.61549387127,2.8,2.0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1300000,5.6,Medium,23,8,2,13,5.6
92,itb,coblong,Kos Campur,-6.885068,107.623175,3.0,4.0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,2000000,12.0,Medium,25,11,3,11,12.0
